kd_lpse,kd_agency,kd_lelang,nama_lpse,nama_agency,kd_paket,nama_paket,nama_panitia,hasil_lelang,nama_pemenang,npwp_pemenang,hps,tgl_pengumuman,nama_satker,nilai_kontrak,tanggal_kontrak,tanggal_akhir_lelang,sumber_dana,tahun_anggaran,kategori,kd_satker,pagu,kd_pemenang,kd_kabupaten,nama_kabupaten,nama_propinsi
109,23109,2737109,LPSE Kementerian Energi dan Sumber Daya Mineral,Pusat Sumber Daya Geologi,2178109,"Pengadaan Pluida/Lumpur, Mata Bor dan Kelengkapannya Untuk Kegiatan Pemboran Potensi CBM Kab. Paser, Kalimantan Timur",Kelompok Kerja Pengadaan Barang/Jasa,2710382000,CV. ANGGARA PRATAMA,31.201.284.2-422.000,2621100000,2013-12-24,Pusat Sumber Daya Geologi,"","",2014-02-06,APBN,2014,Pengadaan Barang,28109,2860690000,754109,14748,Jakarta Pusat (Kota),DKI Jakarta
252,36999,2308252,LPSE Kementerian Hukum dan HAM RI,KANWIL SULAWESI TENGGARA,2155252,PENGADAAN BAHAN MAKANAN NARAPIDANA,Pengadaan Bahan Makanan Napi pada Lapas Klas IIA Kendari,1016410000,"","",1119093000,2013-12-06,Lembaga Pemasyarakatan Klas IIA Kendari,"","",2013-12-31,APBN,2014,Pengadaan Barang,350252,1119098000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,39999,2571252,LPSE Kementerian Hukum dan HAM RI,KANWIL NUSA TENGGARA BARAT,2124252,PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN PADA RUMAH TAHANAN NEGARA KLAS IIB SELONG TAHUN ANGGARAN 2014,PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN RUTAN SELONG TAHUN 2014,570464529,"","",626604105,2013-12-12,Rumah Tahanan Negara Klas IIB Selong,"","",2013-12-31,APBN,2014,Pengadaan Barang,737252,632910000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,6999,8625114,LPSE Kementerian Perhubungan,Ditjen Phb Darat,7616114,Pengadaan Dan Pemasangan Perlengkapan Jalan Ruas Jalan Nasional Kabupaten Natuna,PANITIA PENGADAAN BARANG/JASA PERLENGKAPAN JALAN PLLAJ KEPRI TA.2014,1002636000,"","",1114280000,2013-12-24,PENGEMBANGAN LLAJ KEPULAUAN RIAU,"","",2014-02-05,APBN,2014,"Pekerjaan Konstruksi",347114,1145025000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,13999,2619252,LPSE Kementerian Hukum dan HAM RI,KANWIL SUMATERA UTARA,2129252,PELELANGAN KONSULTANSI PERENCANAAN PEMBANGUNAN LANJUTAN RUTAN HUMBANG HASUNDUTAN,PELELANGAN KONSULTAN PERENCANA PEMB. LANJUTAN RUTAN HUMBAHAS,512028000,"","",542974000,2013-12-16,KANTOR WILAYAH KEMENKUMHAM SUMUT,"","",2014-01-29,APBN,2014,"Jasa Konsultansi",779252,543291000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,23999,2655252,LPSE Kementerian Hukum dan HAM RI,KANWIL BANTEN,2160252,Pengadaan BAMA Napi/Andik/Tahanan LP Anak Wanita Klas II B Tangerang,Pengadaan Bahan Makanan LP Anak Wanita KLas IIB Tangerang,296667100,cv.rohpoet jaya,02.087.076.2-401.000,309013230,2013-12-19,Lapas Klas IIB Anak Wanita Tangerang,"","",2013-12-31,APBN,2014,Pengadaan Barang,348252,309666000,454252,14752,Jakarta Selatan (Kota),DKI Jakarta
276,1275,408276,LPSE Kementerian Perdagangan RI,Kementerian Perdagangan,341276,Maintenance Sistem Pelayanan Penerbitan SKA Mandiri secara Elektronik di seluruh IPSKA,Pokja VII - 2013,9018240000,"","",9396860000,2013-12-03,Direktorat Fasilitasi Ekspor dan Impor,"","",2014-01-03,APBN,2014,"Jasa Lainnya",14275,9396860000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
153,1153,1766153,LPSE Kabupaten Banyuasin,Sekretariat Daerah,1722153,Pengadaan Bantuan Pangan Non Beras,TIM X Pokja Barang Tahun 2013,1334118000,"","",1348443200,2013-12-16,Pemerintah Kabupaten Banyuasin,"","",2014-01-15,APBN,2014,Pengadaan Barang,14153,1349600000,"",14720,Banyuasin (Kab.),Sumatera Selatan
252,24999,2373252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA BARAT,2224252,Pengadaan Bahan Makanan Napi/Tahanan Lembaga Pemasyarakatan Klas II B Cianjur,Panitia Pengadaan BAMA Napi/Tahanan LP Cianjur TA.2014,2067679903,"","",2124373642,2013-12-05,LAPAS KLAS IIB CIANJUR,"","",2014-01-06,APBN,2014,Pengadaan Barang,295252,2124456000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
195,1195,344195,LPSE Kota Lubuklinggau,Pemerintah Kota Lubuklinggau,278195,Pembangunan dan Pengembangan Infrastruktur Dasar Perkotaan (Kelistrikan),ULP Kota Lubuklinggau,14653345000,"","",14959356000,2013-12-12,DINAS PEKERJAAN UMUM,"","",2013-12-31,APBD,2013,"Pekerjaan Konstruksi",11195,15000000000,"",14717,Lubuk Linggau (Kota),Sumatera Selatan
252,41999,2617252,LPSE Kementerian Hukum dan HAM RI,KANWIL MALUKU,2431252,PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN LEMBAGA PEMASYARAKATAN KLAS IIB TUAL TAHUN 2014,Panitia Pengadaan Bahan Makanan Narapidana/Tahanan Lapas Kelas IIB Tual,492742775,"","",547484250,2013-12-16,LAPAS KELAS IIB TUAL,"","",2013-12-31,APBN,2014,Pengadaan Barang,550252,547500000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
34,1034,2386034,LPSE Kota Depok,Kota Depok,2063034,Pengadaan Barang Non Asset Bidang Usaha Handycraft (Pemberdayaan Ekonomi Pemuda),Panitia Pengadaan Barang/Jasa Kegiatan Penumbuhkembangan Wirausaha Muda,236137000,"","",243470000,2013-12-02,"Dinas Pasar, Koperasi dan UKM Kota Depok","","",2013-12-19,APBD,2013,Pengadaan Barang,20034,297000000,"",14776,Depok (Kota),Jawa Barat
11,503011,11202011,LPSE Kementerian Keuangan,Direktorat Jenderal Pajak,9846011,Maintenance Mechanical Electrical Rutin,Pan Peng Js Maintenance Mechanical Electrical Pada PPDDP,367268000,barokah abadi,02.448.294.5-009.000,454368180,2013-12-09,Pusat Pengolahan Data dan Dokumen Perpajakan,"","",2013-12-31,APBN,2014,"Jasa Lainnya",11011,455903000,5953011,14748,Jakarta Pusat (Kota),DKI Jakarta
12,497001,3230012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3066012,REHAB LANTAI GEDUNG KANTOR DINAS PERINDAG PROV.KALTENG,P2BJ Lingkungan Dinas Perindustrian TA 2013,484100000,CV.TARUNA MANDIRI BARU,02.538.962.8-711.000,489000000,2013-12-19,Dinas Perindustrian dan Perdagangan,"","",2014-01-17,APBD,2014,"Pekerjaan Konstruksi",107012,489135000,2657012,14873,Palangka Raya (Kota),Kalimantan Tengah
114,6999,8696114,LPSE Kementerian Perhubungan,Ditjen Phb Darat,7498114,Pengadaan dan Pemasangan Perlengkapan Jalan Segmen L (Lelang Tidak Mengikat),PANITIA PENGADAAN BARJAS SATKER PLLAJ SULBAR TA 2014,2936872000,"","",2950496000,2013-12-29,PENGEMBANGAN LLAJ SULAWESI BARAT,"","",2014-01-31,APBN,2014,Pengadaan Barang,297114,2950496000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
218,4218,1741218,LPSE Kementerian Kelautan dan Perikanan,P. Tangkap,1716218,Pembuangan Sampah Ke TPA,Panitia Pengadaan B/J Pelabuhan Perikanan Samudera Nizam Zachman,521950000,"","",546843000,2013-12-10,Pelabuhan Perikanan samudra Nizam Zachman,"","",2014-01-03,APBN,2014,"Jasa Lainnya",200218,547500000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,6999,8449114,LPSE Kementerian Perhubungan,Ditjen Phb Darat,7484114,Subsidi Operasional Bus Perintis (Lelang Tidak Mengikat),PANITIA PENGADAAN BARJAS SATKER PLLAJ SULBAR TA 2014,2580653000,PERUM DAMRI SETASIUN MAMUJU,01.001.633.5-814.001,2600000000,2013-12-09,PENGEMBANGAN LLAJ SULAWESI BARAT,"","",2013-12-31,APBN,2014,"Jasa Lainnya",297114,2600000000,1879114,14748,Jakarta Pusat (Kota),DKI Jakarta
252,12999,2625252,LPSE Kementerian Hukum dan HAM RI,KANWIL NANGGROE ACEH DARUSSALAM,2437252,Pengadaan Bahan Makanan Narapidana dan  Tahanan Pada Lembaga Pemasyarakatan Klas IIB Kuala Simpang Tahun Anggaran 2014,POKJA BAMA NAPI DAN TAHANAN LAPAS KELAS IIB KUALA SIMPANG TAHUN ANGGARAN 2014,1504505000,"","",1546243000,2013-12-16,LAPAS KLAS IIB KUALA SIMPANG,"","",2014-01-01,APBN,2014,Pengadaan Barang,259252,1546243000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,9999,8503114,LPSE Kementerian Perhubungan,Badan Peng. SDM Perhubungan,7525114,Pengadaan Permakanan Taruna,PANITIA PENGADAAN BARJAS POLITEKNIK ILMU PELAYARAN MAKASSAR,6007150000,"","",6023160000,2013-12-13,POLITEKNIK ILMU PELAYARAN MAKASSAR,"","",2013-12-31,APBN,2014,"Jasa Lainnya",237114,6023160000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
168,4168,2197168,LPSE Kabupaten Musi Banyuasin,AGENCY LPSE,2119168,PEKERJAAN PEMASANGAN JARINGAN LISTRIK DAN TRAFO PLN PDAM KAYUARA,Panitia Pengadaan Barang/jasa Kegiatan APBD-P,710500000,PT. ENERGINDO SUMBER SEJATI,01.274.678.0-308.000,725000000,2013-12-11,Perusahaan Daerah Air Minum TIRTA RANDIK Kabupaten Musi Banyuasin,"","",2013-12-24,APBD,2013,"Pekerjaan Konstruksi",11168,750000000,376168,14721,Musi Banyu Asin (Kab.),Sumatera Selatan
430,6430,801430,LPSE Kabupaten Konawe Selatan,UNIT LAYANAN PENGADAAN KAB. KONAWE SELATAN,724430,Pengadaan Genset 100 Kw,POKJA 12,636290000,"","",639000000,2013-12-04,Dinas Pengelola Keuangan dan Aset Daerah,"","",2013-12-18,APBD,2013,Pengadaan Barang,25430,642100000,"",14964,Konawe Selatan (Kab.),Sulawesi Tenggara
329,1329,329329,LPSE Kota Bitung,LPSE Kota Bitung,304329,Rehabilitasi/perbaikan jalan kecamatan Matuari paket 5 (DAK),Dinas Pekerjaan Umum Kota Bitung TA.2014 (Bid.Bina Marga),320700000,CV. ENOLA,01.923.601.7-823.000,328580000,2013-12-18,Dinas Pekerjaan Umum Kota Bitung,"","",2014-01-20,APBD,2014,"Pekerjaan Konstruksi",7329,330000000,150329,14913,Bitung (Kota),Sulawesi Utara
114,3999,8494114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,7516114,"JASA ANGKUTAN LAUT PERINTIS PANGKALAN TUAL TAHUN ANGGARAN 2014 KODE TRAYEK R-47 (LELANG TIDAK MENGIKAT)",PANITIA PEKERJAAN SUBSIDI ANGKUTAN LAUT PERINTIS PANGKALAN TUAL TA. 2014,6008995000,"","",6024222300,2013-12-13,UNIT PENYELENGGARA PELABUHAN KELAS II TUAL,"","",2014-01-03,APBN,2014,"Jasa Lainnya",314114,6026222356,"",14748,Jakarta Pusat (Kota),DKI Jakarta
10,2010,1924010,LPSE Kota Surabaya,LPSE Kota Surabaya,1449010,Pekerjaan Angkutan Sampah Surabaya Utara,POKJA_III_KKJ,4410682265,PT. RIWANA,02.791.336.7-611.000,4426949800,2013-12-09,Dinas Kebersihan dan Pertamanan,"","",2014-01-13,APBD,2014,"Jasa Lainnya",36010,4444223575,3059010,14843,Bangkalan (Kab.),Jawa Timur
11,734011,11299011,LPSE Kementerian Keuangan,Otoritas Jasa Keuangan,9931011,Pengadaan Jasa Keamanan Dalam Reguler OJK TA 2014,Panitia Pengadaan Jasa Keamanan Dalam Reguler Otoritas Jasa Keuangan T.A. 2014,8082070649,PT. GAJAH JAYA,21.149.509.8-013.000,8695758379,2013-12-16,Otoritas Jasa Keuangan,"","",2014-01-03,APBN,0,Pengadaan Barang,1185011,9000000000,4750011,14748,Jakarta Pusat (Kota),DKI Jakarta
114,3999,8537114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,7433114,PEKERJAAN PENGOPERASIAN ANGKUTAN LAUT PERINTIS PANGKALAN MANOKWARI TAHUN ANGGARAN 2014 KODE TRAYEK R-77 (PELELANGAN UMUM TIDAK MENGIKAT),PANITIA PENGADAAN PEKJ.JASA PELAYARAN PERINTIS PANGKALAN MANOKWARI TA.2014,5753599003,"","",5756640212,2013-12-16,KSYAHBANDARAN DAN OTORITAS PELABUHAN MANOKWARI,"","",2014-01-14,APBN,2014,"Jasa Lainnya",329114,5756725679,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,27999,2461252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA TIMUR,2306252,Pengadaan Bahan Makanan untuk Narapidana dan Tahanan pada Lembaga Pemasyarakatan Klas IIB Lamongan Tahun Anggaran 2014,Pengadaan Bahan Makanan Napi/Tahanan Tahun 2014 Lapas Lamongan,923637000,CV. TRI TUNGGAL JAYA,31.628.732.5-619.000,934340000,2013-12-09,Lembaga Pemasyarakatan Klas IIB Lamongan,"","",2013-12-30,APBN,2014,Pengadaan Barang,192252,934400000,1193252,14752,Jakarta Selatan (Kota),DKI Jakarta
198,8198,4513198,LPSE Kabupaten Kutai Kartanegara,Agency Dinas Bina Marga dan Sumber Daya Air,3354198,PENINGKATAN JALAN POROS TABANG KE JEMBATAN MARTADIPURA (STA 0+000 S/D STA 17+500 DAN STA 62+500 S/D STA 76+680),PAN_DBM-SDA_APBD-16,220527080000,"","",245030000000,2013-12-06,Dinas Bina Marga dan Sumber Daya Air,"","",2014-01-15,APBD,2013,"Jasa Lainnya",49198,246639816200,"",14898,Kutai Kartanegara (Kab.),Kalimantan Timur
329,1329,339329,LPSE Kota Bitung,LPSE Kota Bitung,314329,Rehabilitasi/Perbaikan Jalan Kecamatan Aertembaga Paket 2 (DAK),Dinas Pekerjaan Umum Kota Bitung TA.2014 (Bid.Bina Marga),215300000,"","",217230000,2013-12-18,Dinas Pekerjaan Umum Kota Bitung,"","",2014-01-20,APBD,2014,"Pekerjaan Konstruksi",7329,220000000,"",14913,Bitung (Kota),Sulawesi Utara
252,34999,2322252,LPSE Kementerian Hukum dan HAM RI,KANWIL SULAWESI SELATAN,2169252,Pengadaan Bahan Makanan Narapidana/Tahanan Pada Lapas Klas IIA Palopo,Panitia Pengadaan BAMA Napi/Tahanan Lapas Kelas IIA Palopo,985361000,"","",1005351875,2013-12-03,LAPAS KELAS IIA PALOPO,"","",2014-01-01,APBN,2014,Pengadaan Barang,491252,1008312000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
12,497001,3019012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2857012,PENGADAAN DAN PEMASANGAN RAMBU SUNGAI DI DAS KALIMANTAN TENGAH,P2BJ Lingkungan Dishubkominfo TA 2014,523920000,CV.DARINSAJAYA,01.261.339.4-711.000,526200000,2013-12-09,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-24,APBD,2014,"Pekerjaan Konstruksi",16012,526200000,1026012,14873,Palangka Raya (Kota),Kalimantan Tengah
200,1200,418200,LPSE Kabupaten Jember,ULP Kabupaten Jember,373200,Pengadaan Cetak Majalah,Pokja ULP Kabupaten Jember,210177000,"","",346500000,2013-12-11,SEKRETARIAT DEWAN,"","",2014-01-03,APBD,2013,"Jasa Lainnya",54200,360000000,"",14838,Jember (Kab.),Jawa Timur
33,1033,2150033,LPSE Provinsi Bali,Sekretariat Daerah Provinsi Bali,1881033,"Belanja Bahan Kimia Pengadaan Bahan InsektisidanDBD, Vaksin Rabies (VAR) dan Serum Anti Rabies Pada Kegiatan Pencegahan Penularan Penyakit Endemik dan Epidemik di Dinas Kesehatan Provinsi Bali","PokjabrgI-Diskes - Pengadaan insektisida DBD,vaksin dan serum anti rabies",5697518000,PT. ADITYA FARMATAMA,01.412.905.0-904.000,5701705000,2013-12-03,Dinas Kesehatan Provinsi Bali,"","",2013-12-31,APBD,2013,Pengadaan Barang,26033,5809860000,477033,14968,Denpasar (Kota),Bali
109,17109,2712109,LPSE Kementerian Energi dan Sumber Daya Mineral,Balai Diklat Tambang Bawah Tanah,2154109,Jasa Kebersihan Balai Pendidikan dan Pelatihan Tambang Bawah Tanah Tahun Anggaran 2014,Panitia Pengadaan Barang 2013,649028937,"","",749768000,2013-12-03,Balai Diklat Tambang Bawah Tanah,"","",2013-12-31,APBN,2014,"Jasa Lainnya",15109,874494000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,3999,8404114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,7440114,Pekerjaan Subsidi Pengoperasian Angkutan Laut Perintis Pangkalan Maumere Kode Trayek R-22 T.A. 2014,PANITIA PEKJ.SUBSIDI PENGOPERASIAN ANGKUTAN LAUT PERINTIS PANGKALAN MAUMERE,5664227700,"","",5670031900,2013-12-02,KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN L. SAY MAUMERE,"","",2013-12-28,APBN,2014,"Jasa Lainnya",106114,5681533780,"",14748,Jakarta Pusat (Kota),DKI Jakarta
168,4168,2188168,LPSE Kabupaten Musi Banyuasin,AGENCY LPSE,2110168,"PEMASANGAN PANEL CONTROL POWER, STABILIZER DAN STEP UP BESERTA AKSESORISNYA UNTUK PENINGKATAN VOLTAGE LISTRIK PDAM BOSTER PELAYANAN TEBING BULANG",Panitia Pengadaan Barang/jasa Kegiatan APBD-P,269950000,CV. NABILA,01.893.170.9-314.000,275250000,2013-12-11,Perusahaan Daerah Air Minum TIRTA RANDIK Kabupaten Musi Banyuasin,"","",2013-12-24,APBD,2013,"Pekerjaan Konstruksi",11168,292000000,57168,14721,Musi Banyu Asin (Kab.),Sumatera Selatan
29,26029,2250029,LPSE Universitas Diponegoro,RSUP DR. Kariadi Semarang,2062029,Pengadaan Bahan Makanan Kelompok Ikan Laut & Lauk Nabati Bulan Januari-Maret Tahun 2014,Pokja Pengadaan Barang Rutin,589888150,CV.ANDARA PRIMA,02.798.775.9-508.000,610337375,2013-12-03,RSUP DR. Kariadi Semarang,"","",2013-12-31,BLU,2014,Pengadaan Barang,47029,610337375,1950029,14807,Semarang (Kab.),Jawa Tengah
330,1330,324330,LPSE Kabupaten Aceh Tenggara,Kutacane,297330,PENGADAAN BAHAN MAKANAN NARAPIDANA DAN TAHANAN PADA LEMBAGA PEMASYARAKATAN KLAS IIB KUTACANE TAHUN 2014,POKJA ULP LEMBAGA PERMASYARAKAN KLAS IIB,1058027300,"","",1059078500,2013-12-28,LEMBAGA PERMASYARAKATAN KLAS IIB,"","",2014-01-15,APBN,2014,Pengadaan Barang,44330,1059084000,"",14640,Aceh Tenggara (Kab.),Aceh
252,13999,2546252,LPSE Kementerian Hukum dan HAM RI,KANWIL SUMATERA UTARA,2377252,PENGADAAN BARANG/JASA KONSULTANSI PERENCANAAN PEMBANGUNAN LANJUTAN LAPAS NARKOTIKA LANGKAT,PEMBANGUNAN LANJUTAN LAPAS NARKOTIKA LANGKAT,874150000,"","",1080440000,2013-12-11,KANTOR WILAYAH KEMENKUMHAM SUMUT,"","",2014-01-25,APBN,2014,"Jasa Konsultansi",779252,1082786928,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,28999,2670252,LPSE Kementerian Hukum dan HAM RI,KANWIL KALIMANTAN BARAT,2465252,Pengadaan Bahan Makanan Narapidana dan Tahanan pada Lembaga Pemasyarakatan Kelas II B Singkawang TA. 2014,Panitia BAMA Narapidana dan Tahanan Tahun Anggaran 2014.,1080400000,"","",1080742100,2013-12-23,Lembaga Pemasyarakatan Klas IIB Singkawang,"","",2014-01-02,APBN,2013,Pengadaan Barang,603252,1080765000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,7999,8602114,LPSE Kementerian Perhubungan,Ditjen Phb Udara,7594114,PEKERJAAN TANAH UNTUK RESA (PELELANGAN TIDAK MENGIKAT),PANITIA PELELANGAN BARANG/JASA BANDARA KUABANG KAO TA.2013,813735000,"","",841300000,2013-12-24,BANDAR UDARA KUABANG KAO,"","",2014-01-31,APBN,2014,"Pekerjaan Konstruksi",611114,864000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,12999,2622252,LPSE Kementerian Hukum dan HAM RI,KANWIL NANGGROE ACEH DARUSSALAM,2435252,Pengadaan Bahan Makanan Narapidana dan Tahanan Pada Cabang Rumah Tahanan Negara Idi Tahun Anggaran 2014,POKJA BAHAN MAKANAN NAPI DAN TAHANAN CABRUTAN IDI TAHUN ANGGARAN 2014,1054347000,"","",1059084000,2013-12-16,CABRUT IDI,"","",2014-01-01,APBN,2014,Pengadaan Barang,273252,1059084000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
189,1189,687189,LPSE Kabupaten Aceh Utara,LPSE Kabupaten Aceh Utara,542189,Pengadaan Mantel Hujan dan Sepatu Boots,Kelompok Kerja (Pokja) Pengadaan Barang,411600000,"","",420000000,2013-12-31,KEPOLISIAN NEGARA RI DAERAH ACEH SATGAS PAM OBVITNAS EMOI,"","",2014-01-21,BUMN,2013,Pengadaan Barang,49189,420000000,"",14639,Aceh Utara (Kab.),Aceh
329,1329,328329,LPSE Kota Bitung,LPSE Kota Bitung,303329,Rehabilitasi/Pemeliharaan Saluran Alur Kecamatan Maesa Paket 2,Dinas Pekerjaan Umum Kota Bitung TA.2014 (Bid.SDA),344100000,CV. MITRA ABADI SEJATI,02.392.595.1-821.000,348400000,2013-12-18,Dinas Pekerjaan Umum Kota Bitung,"","",2014-01-17,APBD,2014,"Pekerjaan Konstruksi",7329,350000000,12329,14913,Bitung (Kota),Sulawesi Utara
252,43999,2564252,LPSE Kementerian Hukum dan HAM RI,KANWIL PAPUA,2289252,PENGADAAN BAHAN MAKANAN NAPI/TAHANAN LEMBAGA PEMASYARAKATAN KLAS II A NARKOTIKA JAYAPURA,Panitia Pengadaan Bama Napi/Tahanan Lembaga Pemasyarakatan Klas II A Narkotika,486743900,"","",487341000,2013-12-12,LEMBAGA PEMASYARAKATAN NARKOTIKA KELAS IIA JAYAPURA,"","",2014-01-03,APBN,2014,Pengadaan Barang,346252,487366000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,15999,2339252,LPSE Kementerian Hukum dan HAM RI,KANWIL RIAU,2186252,PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN PADA LEMBAGA PEMASYARAKATAN KLAS IIA TEMBILAHAN TAHUN ANGGARAN 2014,PANITIA PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN LAPAS TEMBILAHAN TA. 2014,1648191000,CV. WARDAH NUPUS,02.710.649.1-213.000,1887008750,2013-12-04,LEMBAGA PEMASYARAKATAN TEMBILAHAN,"","",2013-12-21,APBN,2014,Pengadaan Barang,420252,1887050000,1165252,14752,Jakarta Selatan (Kota),DKI Jakarta
210,1210,52210,LPSE Majelis Permusyawaratan Rakyat Republik Indonesia,Setjen MPR RI,58210,"Pengadaan Paket Produksi dan Penayangan Cerdas Cermat Empat Pilar Kehidupan Berbangsa dan Bernegara (Pancasila, UUD NRI Tahun 1945, NKRI dan Bhinneka Tunggal Ika) Tingkat SLTA Se-Indonesia Tahun 2014",POKJA HUMAS,7060000060,"","",8937218400,2013-12-03,Sekretariat Jenderal MPR RI,"","",2014-01-31,APBN,2014,"Jasa Lainnya",1210,9000000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
168,4168,2182168,LPSE Kabupaten Musi Banyuasin,AGENCY LPSE,2098168,Pengadaan Hordeng guest House dan Rumah Dinas,PANITIA PENGADAAN BAGIAN UMUM DAN PENGADAAN KELOMPOK II,1040697900,"","",1395000000,2013-12-06,SEKRETARIAT DAERAH,"","",2013-12-24,APBD,2013,Pengadaan Barang,3168,1395000000,"",14721,Musi Banyu Asin (Kab.),Sumatera Selatan
15,31015,6214015,LPSE Provinsi Jawa Timur,RSUD DR. SOETOMO SURABAYA,6230015,"Belanja Makanan Dan Minuman Harian Untuk Pasien (Pengadaan Golongan Bahan Makanan Kering) ",Panitia Pengadaan Barang dan Jasa RSUD Dr. Soetomo Surabaya,517351535,KPRI RSUD Dr SOETOMO,01.454.015.7-606.000,536454275,2013-12-11,Rsud Dr. Soetomo,"","",2013-12-31,APBD,2014,Pengadaan Barang,112015,536455000,9892015,14847,Surabaya (Kota),Jawa Timur
252,18999,2364252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAMBI,2212252,Pengadaan Bahan Makanan Narapidana dan Tahanan pada Lembaga Pemasyarakatan Anak Klas IIB Muara Bulian Tahun Anggaran 2014,POKJA PBJ Bahan Makanan Narapidana & Tahanan LP Anak Klas IIB Ma. Bulian,323266000,"","",341656000,2013-12-04,Lapas Anak Klas IIB Muara Bulian,"","",2013-12-30,APBN,2014,Pengadaan Barang,365252,341850000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
212,3212,1564212,LPSE Kementerian Pertanian,Kementerian Pertanian,1414212,Pekerjaan Penambahan Ruang Lab. Informasi Geospasial dan Analisis Sistem serta Perlengkapannya,Penambahan Ruang Lab. Informasi Geospasial&analisis Sist. serta perlengkapan,809874000,PT.Ardico Artha Multimoda,02.268.645.5-434.000,901575000,2013-12-17,Balai Besar Penelitian dan Pengembangan Sumberdaya Lahan Pertanian Bogor,"","",2014-01-27,APBN,2014,"Pekerjaan Konstruksi",44212,905150000,139212,14752,Jakarta Selatan (Kota),DKI Jakarta
33,27033,2159033,LPSE Provinsi Bali,Istana Kepresidenan Tampaksiring,1890033,Pemeliharaan Kebersihan Halaman di Istana Kepresidenan Tampaksiring Bali,ULP Istana Kepresidenan Tampak Siring,639223000,CV. GURU ANOM,01.672.156.5-901.000,680506200,2013-12-12,ISTANA KEPRESIDENAN TAMPAKSIRING BALI,"","",2013-12-31,APBN,2013,"Jasa Lainnya",259033,680825000,712033,14968,Denpasar (Kota),Bali
11,527011,11145011,LPSE Kementerian Keuangan,LPSE Kementerian Keuangan Jawa Barat,9794011,"Pengadaan Jasa Layanan Kebersihan, Pemeliharaan Halaman dan Pemeliharaan Taman Gedung Kantor Wilayah Ditjen Perbendaharaan Prov. Jawa Barat TA. 2014",PANITIA PENGADAAN JASA KEBERSIHAN,532922000,CV. BARAKUDA,31.639.189.5-429.000,610794000,2013-12-03,DIREKTORAT JENDERAL PERBENDAHARAAN KANTOR WILAYAH PROPINSI JAWA BARAT,"","",2014-01-02,APBN,2013,"Jasa Lainnya",104011,610794000,17949011,14748,Jakarta Pusat (Kota),DKI Jakarta
329,1329,342329,LPSE Kota Bitung,LPSE Kota Bitung,317329,Rehabilitasi/perbaikan jalan kecamatan Ranowulu paket 1 (DAK),Dinas Pekerjaan Umum Kota Bitung TA.2014 (Bid.Bina Marga),321700000,CV.SARANA,02.000.751.4-823.000,328550000,2013-12-18,Dinas Pekerjaan Umum Kota Bitung,"","",2014-01-20,APBD,2014,"Pekerjaan Konstruksi",7329,330000000,23329,14913,Bitung (Kota),Sulawesi Utara
29,53029,2237029,LPSE Universitas Diponegoro,Badan Diklat ESDM,2066029,Pengadaan Bahan Makanan Mahasiswa PTK Akamigas - STEM,PANITIA POKJA ULP 2013,4677562000,eka bella,02.770.861.9-514.000,4923750000,2013-12-02,PTK AKAMIGAS,"","",2014-01-06,APBN,2014,Pengadaan Barang,107029,5000000000,2402029,14807,Semarang (Kab.),Jawa Tengah
